uid,premise,hypothesis,label,metadata
811-neg," Buechele is son of former big league third baseman Steve Buechele, while Seitzer's father is former major leaguer Kevin Seitzer. Shore hasn't become ace of staff after transferring from Palomar Junior College.",Shore transferred from Palomar Junior College.,E,"{'context1': '', 'context2': ""Buechele is son of former big league third baseman Steve Buechele, while Seitzer's father is former major leaguer Kevin Seitzer."", 'target_sentence': ""Shore hasn't become ace of staff after transferring from Palomar Junior College."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
811," Buechele is son of former big league third baseman Steve Buechele, while Seitzer's father is former major leaguer Kevin Seitzer. Shore has become ace of staff after transferring from Palomar Junior College.",Shore transferred from Palomar Junior College.,E,"{'context1': '', 'context2': ""Buechele is son of former big league third baseman Steve Buechele, while Seitzer's father is former major leaguer Kevin Seitzer."", 'target_sentence': 'Shore has become ace of staff after transferring from Palomar Junior College.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 99.4, 100.0, 100.0, 99.94]}"
813-neg," ""The reason I stopped watching TV for the past weeks is because of all these pictures they are showing of refugees in my country,"" he said. I haven't seen some of the worst stuff in Somalia and Kenya growing up in Africa for 20 years before moving to the United States, and I never got a chance to see the sadness and the ugliest pictures.",I moved to the United States.,E,"{'context1': '', 'context2': '""The reason I stopped watching TV for the past weeks is because of all these pictures they are showing of refugees in my country,"" he said.', 'target_sentence': ""I haven't seen some of the worst stuff in Somalia and Kenya growing up in Africa for 20 years before moving to the United States, and I never got a chance to see the sadness and the ugliest pictures."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'before', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.71, 100.0, 94.26, 100.0, 100.0]}"
813," ""The reason I stopped watching TV for the past weeks is because of all these pictures they are showing of refugees in my country,"" he said. I've seen some of the worst stuff in Somalia and Kenya growing up in Africa for 20 years before moving to the United States, and I never got a chance to see the sadness and the ugliest pictures.",I moved to the United States.,E,"{'context1': '', 'context2': '""The reason I stopped watching TV for the past weeks is because of all these pictures they are showing of refugees in my country,"" he said.', 'target_sentence': ""I've seen some of the worst stuff in Somalia and Kenya growing up in Africa for 20 years before moving to the United States, and I never got a chance to see the sadness and the ugliest pictures."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'before', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.02, 100.0, 99.22, 100.0, 100.0]}"
816-neg,"After graduating with a 3.05 grade-point average in 1980, Barron stayed in Port Costa, living with his mother in a quaint old building overlooking the Carquinez Strait. After dating for a few months, Barron and Irene Paget rented a place together, along with Call. Barron didn't mostly work for grocery stores after leaving the railroad, and he was still devoted to trains.",Barron left the railroad.,E,"{'context1': 'After graduating with a 3.05 grade-point average in 1980, Barron stayed in Port Costa, living with his mother in a quaint old building overlooking the Carquinez Strait.', 'context2': 'After dating for a few months, Barron and Irene Paget rented a place together, along with Call.', 'target_sentence': ""Barron didn't mostly work for grocery stores after leaving the railroad, and he was still devoted to trains."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'After', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 99.85, 100.0, 100.0, 100.0]}"
816,"After graduating with a 3.05 grade-point average in 1980, Barron stayed in Port Costa, living with his mother in a quaint old building overlooking the Carquinez Strait. After dating for a few months, Barron and Irene Paget rented a place together, along with Call. Barron mostly worked for grocery stores after leaving the railroad, and he was still devoted to trains.",Barron left the railroad.,E,"{'context1': 'After graduating with a 3.05 grade-point average in 1980, Barron stayed in Port Costa, living with his mother in a quaint old building overlooking the Carquinez Strait.', 'context2': 'After dating for a few months, Barron and Irene Paget rented a place together, along with Call.', 'target_sentence': 'Barron mostly worked for grocery stores after leaving the railroad, and he was still devoted to trains.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'After', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
817-neg," Mr. Bush went to her home in Greenwich, Connecticut, this morning after hearing she had suffered a stroke. Mr. Bush didn't go to her home in Greenwich, Connecticut after signing a friendship treaty between the two countries.",Mr. Bush signed a friendship treaty between the two countries.,E,"{'context1': '', 'context2': 'Mr. Bush went to her home in Greenwich, Connecticut, this morning after hearing she had suffered a stroke.', 'target_sentence': ""Mr. Bush didn't go to her home in Greenwich, Connecticut after signing a friendship treaty between the two countries."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
817," Mr. Bush went to her home in Greenwich, Connecticut, this morning after hearing she had suffered a stroke. Mr. Bush went to her home in Greenwich, Connecticut after signing a friendship treaty between the two countries.",Mr. Bush signed a friendship treaty between the two countries.,E,"{'context1': '', 'context2': 'Mr. Bush went to her home in Greenwich, Connecticut, this morning after hearing she had suffered a stroke.', 'target_sentence': 'Mr. Bush went to her home in Greenwich, Connecticut after signing a friendship treaty between the two countries.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 98.24, 100.0, 100.0]}"
819-neg," After their game against the 6-3 Raiders comes a testy five-game stretch at Cleveland, at Washington, at home against Philadelphia and Seattle, then at Buffalo on Dec. 23. It isn't amazing what the Dolphins have accomplished after laboring near the bottom of the N.F.L. in defensive ranking and performance throughout the later part of the 1980's.",The Dolphins labored near the bottom of the N.F.L. in defensive ranking and performance throughout the later part of the 1980 's.,E,"{'context1': '', 'context2': 'After their game against the 6-3 Raiders comes a testy five-game stretch at Cleveland, at Washington, at home against Philadelphia and Seattle, then at Buffalo on Dec. 23.', 'target_sentence': ""It isn't amazing what the Dolphins have accomplished after laboring near the bottom of the N.F.L. in defensive ranking and performance throughout the later part of the 1980's."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'N'], 'ratings': [100.0, 99.12, 99.06, 100.0, 96.14]}"
819," After their game against the 6-3 Raiders comes a testy five-game stretch at Cleveland, at Washington, at home against Philadelphia and Seattle, then at Buffalo on Dec. 23. It's amazing what the Dolphins have accomplished after laboring near the bottom of the N.F.L. in defensive ranking and performance throughout the later part of the 1980's.",The Dolphins labored near the bottom of the N.F.L. in defensive ranking and performance throughout the later part of the 1980 's.,E,"{'context1': '', 'context2': 'After their game against the 6-3 Raiders comes a testy five-game stretch at Cleveland, at Washington, at home against Philadelphia and Seattle, then at Buffalo on Dec. 23.', 'target_sentence': ""It's amazing what the Dolphins have accomplished after laboring near the bottom of the N.F.L. in defensive ranking and performance throughout the later part of the 1980's."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 97.79, 98.95, 100.0, 99.28]}"
820-neg," He regained both, but only after months of arduous therapy with numerous setbacks. Zimmer didn't confess he was excited before going on the air.",Zimmer went on the air.,E,"{'context1': '', 'context2': 'He regained both, but only after months of arduous therapy with numerous setbacks.', 'target_sentence': ""Zimmer didn't confess he was excited before going on the air."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'Before', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'N', 'E', 'E'], 'ratings': [99.46, 100.0, 95.59, 98.16, 100.0]}"
820," He regained both, but only after months of arduous therapy with numerous setbacks. Zimmer confessed he was excited before going on the air,.",Zimmer went on the air.,E,"{'context1': '', 'context2': 'He regained both, but only after months of arduous therapy with numerous setbacks.', 'target_sentence': 'Zimmer confessed he was excited before going on the air,.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'Before', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['N', 'E', 'E', 'C', 'E'], 'ratings': [89.35, 95.21, 100.0, 0.0, 99.22]}"
822-neg," After more than four weeks in the field, the scientists waited to be evacuated. The pilot, in his olive-green jumpsuit and wraparound sunglasses, didn't kick worriedly at a new layer of snow after disembarking.",The pilot disembarked.,E,"{'context1': '', 'context2': 'After more than four weeks in the field, the scientists waited to be evacuated.', 'target_sentence': ""The pilot, in his olive-green jumpsuit and wraparound sunglasses, didn't kick worriedly at a new layer of snow after disembarking."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'After', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 99.46, 100.0, 99.64, 100.0]}"
822," After more than four weeks in the field, the scientists waited to be evacuated. The pilot, in his olive-green jumpsuit and wraparound sunglasses, kicked worriedly at a new layer of snow after disembarking.",The pilot disembarked.,E,"{'context1': '', 'context2': 'After more than four weeks in the field, the scientists waited to be evacuated.', 'target_sentence': 'The pilot, in his olive-green jumpsuit and wraparound sunglasses, kicked worriedly at a new layer of snow after disembarking.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'After', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'SL', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 99.51, 99.9]}"
829-neg,"When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor. They didn't close off the entire second floor for Prince.",The entire second floor was accessible earlier.,E,"{'context1': 'When Prince came, he was at his height--PRINCE in capital letters.', 'context2': 'And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor.', 'target_sentence': ""They didn't close off the entire second floor for Prince."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'closed'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'E', 'E', 'E'], 'ratings': [40.32, 90.5, 100.0, 98.95, 99.34]}"
829,"When Prince came, he was at his height--PRINCE in capital letters. And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor. They closed off the entire second floor for Prince.",The entire second floor was accessible earlier.,E,"{'context1': 'When Prince came, he was at his height--PRINCE in capital letters.', 'context2': 'And when you walked onto the dance floor, you looked all the way up at the ceiling, 50 feet up, and you saw the second floor.', 'target_sentence': 'They closed off the entire second floor for Prince.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'closed'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [50.15, 98.62, 100.0, 100.0, 100.0]}"
832-neg,"This is FRESH AIR. I'm David Bianculli in for Terry Gross. The latest entry in the late night TV talk show wars didn't arrive on NBC with a lot of big names, not the least of which was the exciting, innovative house band.",The latest entry in the late night TV talk show wars hadn't been on NBC earlier.,N,"{'context1': 'This is FRESH AIR.', 'context2': ""I'm David Bianculli in for Terry Gross."", 'target_sentence': ""The latest entry in the late night TV talk show wars didn't arrive on NBC with a lot of big names, not the least of which was the exciting, innovative house band."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'arrived'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'E', 'E', 'N'], 'ratings': [12.73, 52.4, 100.0, 100.0, 16.14]}"
832,"This is FRESH AIR. I'm David Bianculli in for Terry Gross. The latest entry in the late night TV talk show wars arrived on NBC with a lot of big names, not the least of which was the exciting, innovative house band.",The latest entry in the late night TV talk show wars hadn't been on NBC earlier.,E,"{'context1': 'This is FRESH AIR.', 'context2': ""I'm David Bianculli in for Terry Gross."", 'target_sentence': 'The latest entry in the late night TV talk show wars arrived on NBC with a lot of big names, not the least of which was the exciting, innovative house band.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'arrived'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'C', 'E', 'E', 'E'], 'ratings': [50.3, 0.36, 100.0, 100.0, 90.67]}"
833-neg," "" Well then something really weird has happened. Only two didn't arrive.",Two weren't here earlier.,N,"{'context1': '', 'context2': '"" Well then something really weird has happened.', 'target_sentence': ""Only two didn't arrive."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'arrived'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'N', 'E', 'N'], 'ratings': [75.98, 96.93, 54.79, 97.79, 92.09]}"
833," "" Well then something really weird has happened. Only two arrived. """,Two weren't here earlier.,E,"{'context1': '', 'context2': '"" Well then something really weird has happened.', 'target_sentence': 'Only two arrived. ""', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'arrived'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'E', 'E', 'E'], 'ratings': [79.42, 51.5, 95.65, 97.25, 100.0]}"
835-neg, An analysis of existing collections identified low-circulation items that might have more usage in a classroom setting than a public library. One NYPL staff member hasn't been hired to work full time on the selection and creation of teacher sets and actively works to align these sets with the Common Core.,One NYPL staff member didn't have the job earlier.,N,"{'context1': '', 'context2': 'An analysis of existing collections identified low-circulation items that might have more usage in a classroom setting than a public library.', 'target_sentence': ""One NYPL staff member hasn't been hired to work full time on the selection and creation of teacher sets and actively works to align these sets with the Common Core."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'hired'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'N', 'C', 'N'], 'ratings': [17.46, 51.2, 2.96, 0.0, 13.63]}"
835, An analysis of existing collections identified low-circulation items that might have more usage in a classroom setting than a public library. One NYPL staff member has been hired to work full time on the selection and creation of teacher sets and actively works to align these sets with the Common Core.,One NYPL staff member didn't have the job earlier.,N,"{'context1': '', 'context2': 'An analysis of existing collections identified low-circulation items that might have more usage in a classroom setting than a public library.', 'target_sentence': 'One NYPL staff member has been hired to work full time on the selection and creation of teacher sets and actively works to align these sets with the Common Core.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'hired'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'N', 'N', 'N', 'N'], 'ratings': [77.35, 12.44, 92.48, 80.83, 61.15]}"
840-neg,"Speaker A: Blago was convicted on corruption, sentenced to 14 years behind bars. His political career and his TV career were over. And, Rod, you aren't fired.",Rod used to have a job in TV.,E,"{'context1': 'Blago was convicted on corruption, sentenced to 14 years behind bars.', 'context2': 'His political career and his TV career were over.', 'target_sentence': ""And, Rod, you aren't fired."", 'speaker_context1': 'NICK-WATT', 'speaker_context2': 'NICK-WATT', 'speaker_target': 'NICK-WATT', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'fired'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'N', 'E'], 'ratings': [6.53, 99.43, 95.53, 29.81, 100.0]}"
840,"Speaker A: Blago was convicted on corruption, sentenced to 14 years behind bars. His political career and his TV career were over. And, Rod, you're fired.",Rod used to have a job in TV.,N,"{'context1': 'Blago was convicted on corruption, sentenced to 14 years behind bars.', 'context2': 'His political career and his TV career were over.', 'target_sentence': ""And, Rod, you're fired."", 'speaker_context1': 'NICK-WATT', 'speaker_context2': 'NICK-WATT', 'speaker_target': 'NICK-WATT', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'fired'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'N', 'E', 'N', 'N'], 'ratings': [100.0, 70.74, 100.0, 14.76, 41.05]}"
843-neg,"The frustration drove one resident, Hilbert Kahali Smith (ph), to refuse to make payments on his mortgage. The Homelands commission said that this harmed other homeowners, whose money is pooled to support mortgages and repairs. After four years of dispute, Homelands' personnel didn't arrive one day to pick up Hilbert Kahali Smith and move him out.",Homelands' personnel wasn't there earlier.,N,"{'context1': 'The frustration drove one resident, Hilbert Kahali Smith (ph), to refuse to make payments on his mortgage.', 'context2': 'The Homelands commission said that this harmed other homeowners, whose money is pooled to support mortgages and repairs.', 'target_sentence': ""After four years of dispute, Homelands' personnel didn't arrive one day to pick up Hilbert Kahali Smith and move him out."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'arrived'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'N', 'E', 'N'], 'ratings': [44.91, 100.0, 76.35, 100.0, 87.85]}"
843,"The frustration drove one resident, Hilbert Kahali Smith (ph), to refuse to make payments on his mortgage. The Homelands commission said that this harmed other homeowners, whose money is pooled to support mortgages and repairs. After four years of dispute, Homelands' personnel arrived one day to pick up Hilbert Kahali Smith and move him out.",Homelands' personnel wasn't there earlier.,N,"{'context1': 'The frustration drove one resident, Hilbert Kahali Smith (ph), to refuse to make payments on his mortgage.', 'context2': 'The Homelands commission said that this harmed other homeowners, whose money is pooled to support mortgages and repairs.', 'target_sentence': ""After four years of dispute, Homelands' personnel arrived one day to pick up Hilbert Kahali Smith and move him out."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'arrived'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'N', 'N', 'E'], 'ratings': [52.55, 100.0, 28.86, 52.25, 100.0]}"
848-neg,"Firefighter Danny Rowan decided it was time to give something back. He organized a bike tour to say thank you to America. Two months to the day after they lost their brothers, Rowan and fellow firefighters didn't return to ground zero to begin their journey.",Rowan and fellow firefighters had been to ground zero two months earlier.,E,"{'context1': 'Firefighter Danny Rowan decided it was time to give something back.', 'context2': 'He organized a bike tour to say thank you to America.', 'target_sentence': ""Two months to the day after they lost their brothers, Rowan and fellow firefighters didn't return to ground zero to begin their journey."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'returned'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'N'], 'ratings': [100.0, 100.0, 100.0, 97.25, 50.15]}"
848,"Firefighter Danny Rowan decided it was time to give something back. He organized a bike tour to say thank you to America. Two months to the day after they lost their brothers, Rowan and fellow firefighters returned to ground zero to begin their journey.",Rowan and fellow firefighters had been to ground zero two months earlier.,E,"{'context1': 'Firefighter Danny Rowan decided it was time to give something back.', 'context2': 'He organized a bike tour to say thank you to America.', 'target_sentence': 'Two months to the day after they lost their brothers, Rowan and fellow firefighters returned to ground zero to begin their journey.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'returned'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'N', 'E', 'E', 'E'], 'ratings': [100.0, 67.02, 100.0, 100.0, 100.0]}"
85-neg," When she was still seething with anger at me hours later, I took her by the arm. "" There are no worse things than death for me, Ensel.",Death is something for me,E,"{'context1': '', 'context2': 'When she was still seething with anger at me hours later, I took her by the arm.', 'target_sentence': '"" There are no worse things than death for me, Ensel.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'adjective': 'worse', 'noun': 'things'}"", 'trigger_type': 'comparatives', 'annotator': 'ZZ', 'nli_labels': ['E', 'C', 'E', 'N', 'E'], 'ratings': [90.5, 1.05, 99.43, 57.02, 99.25]}"
853-neg,"John Johnston II  LEAVENWORTH, Kan. ( AP) - John H. Johnston II, former general manager of The Times of Leavenworth, didn't die Nov. 12.",John H. Johnston II had been alive before Nov. 12.,E,"{'context1': 'John Johnston II  LEAVENWORTH, Kan.', 'context2': '( AP) -', 'target_sentence': ""John H. Johnston II, former general manager of The Times of Leavenworth, didn't die Nov. 12."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'died'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 99.77, 99.06, 100.0]}"
853,"John Johnston II  LEAVENWORTH, Kan. ( AP) - John H. Johnston II, former general manager of The Times of Leavenworth, died Nov. 12.",John H. Johnston II had been alive before Nov. 12.,E,"{'context1': 'John Johnston II  LEAVENWORTH, Kan.', 'context2': '( AP) -', 'target_sentence': 'John H. Johnston II, former general manager of The Times of Leavenworth, died Nov. 12.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'died'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
854-neg, There was the sound of a foreign language on the frequency; controllers thought it was Arabic. Flight 93 didn't crash in a field western Pennsylvania at 10:10 a.m.,Flight 93 was in flight before 10:10am.,E,"{'context1': '', 'context2': 'There was the sound of a foreign language on the frequency; controllers thought it was Arabic.', 'target_sentence': ""Flight 93 didn't crash in a field western Pennsylvania at 10:10 a.m."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'crashed'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'N', 'E'], 'ratings': [99.25, 99.62, 100.0, 85.35, 100.0]}"
854, There was the sound of a foreign language on the frequency; controllers thought it was Arabic. Flight 93 crashed in a field western Pennsylvania at 10:10 a.m.,Flight 93 was in flight before 10:10am.,E,"{'context1': '', 'context2': 'There was the sound of a foreign language on the frequency; controllers thought it was Arabic.', 'target_sentence': 'Flight 93 crashed in a field western Pennsylvania at 10:10 a.m.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'crashed'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 99.46, 100.0, 100.0]}"
855-neg,"Sinking down on us, buzzards that come and go, plunging and rising again. Flocks of foreign birds, gigantic geese, from who knows what tundras. Striped sky now, white and azure, toward the Friulian Alps: the violent winds of the ""bora"" are not returning.","The violent winds of the ""bora"" had been here before.",E,"{'context1': 'Sinking down on us, buzzards that come and go, plunging and rising again.', 'context2': 'Flocks of foreign birds, gigantic geese, from who knows what tundras.', 'target_sentence': 'Striped sky now, white and azure, toward the Friulian Alps: the violent winds of the ""bora"" are not returning.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'returning'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [51.5, 97.5, 100.0, 100.0, 100.0]}"
855,"Sinking down on us, buzzards that come and go, plunging and rising again. Flocks of foreign birds, gigantic geese, from who knows what tundras. Striped sky now, white and azure, toward the Friulian Alps: the violent winds of the ""bora"" are returning.","The violent winds of the ""bora"" had been here before.",E,"{'context1': 'Sinking down on us, buzzards that come and go, plunging and rising again.', 'context2': 'Flocks of foreign birds, gigantic geese, from who knows what tundras.', 'target_sentence': 'Striped sky now, white and azure, toward the Friulian Alps: the violent winds of the ""bora"" are returning.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'predicate': 'returning'}"", 'trigger_type': 'change_of_state', 'annotator': 'SS', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
